id,text
289,SIM_GZ_EC_FUNC2 (INT32) SIM_GZ ESC 2 Output Function Comment: Select what should be output on SIM_GZ ESC 2. The default failsafe value is set according to the selected function: - 'Min' for ConstantMin - 'Max' for ConstantMax - 'Max' for Parachute - ('Max'+'Min')/2 for Servos - 'Disarmed' for the rest Values: 0: Disabled 1: Constant Min 2: Constant Max 101: Motor 1 102: Motor 2 103: Motor 3 104: Motor 4 105: Motor 5 106: Motor 6 107: Motor 7 108: Motor 8 109: Motor 9 110: Motor 10 111: Motor 11 112: Motor 12 201: Servo 1 202: Servo 2 203: Servo 3 204: Servo 4 205: Servo 5 206: Servo 6 207: Servo 7 208: Servo 8 301: Peripheral via Actuator Set 1 302: Peripheral via Actuator Set 2 303: Peripheral via Actuator Set 3 304: Peripheral via Actuator Set 4 305: Peripheral via Actuator Set 5 306: Peripheral via Actuator Set 6 400: Landing Gear 401: Parachute 402: RC Roll 403: RC Pitch 404: RC Throttle 405: RC Yaw 406: RC Flaps 407: RC AUX 1 408: RC AUX 2 409: RC AUX 3 410: RC AUX 4 411: RC AUX 5
290,SIM_GZ_EC_FUNC3 (INT32) SIM_GZ ESC 3 Output Function Comment: Select what should be output on SIM_GZ ESC 3. The default failsafe value is set according to the selected function: - 'Min' for ConstantMin - 'Max' for ConstantMax - 'Max' for Parachute - ('Max'+'Min')/2 for Servos - 'Disarmed' for the rest Values: 0: Disabled 1: Constant Min 2: Constant Max 101: Motor 1 102: Motor 2 103: Motor 3 104: Motor 4 105: Motor 5 106: Motor 6 107: Motor 7 108: Motor 8 109: Motor 9 110: Motor 10 111: Motor 11 112: Motor 12 201: Servo 1 202: Servo 2 203: Servo 3 204: Servo 4 205: Servo 5 206: Servo 6 207: Servo 7 208: Servo 8 301: Peripheral via Actuator Set 1 302: Peripheral via Actuator Set 2 303: Peripheral via Actuator Set 3 304: Peripheral via Actuator Set 4 305: Peripheral via Actuator Set 5 306: Peripheral via Actuator Set 6 400: Landing Gear 401: Parachute 402: RC Roll 403: RC Pitch 404: RC Throttle 405: RC Yaw 406: RC Flaps 407: RC AUX 1 408: RC AUX 2 409: RC AUX 3 410: RC AUX 4 411: RC AUX 5
291,SIM_GZ_EC_FUNC4 (INT32) SIM_GZ ESC 4 Output Function Comment: Select what should be output on SIM_GZ ESC 4. The default failsafe value is set according to the selected function: - 'Min' for ConstantMin - 'Max' for ConstantMax - 'Max' for Parachute - ('Max'+'Min')/2 for Servos - 'Disarmed' for the rest Values: 0: Disabled 1: Constant Min 2: Constant Max 101: Motor 1 102: Motor 2 103: Motor 3 104: Motor 4 105: Motor 5 106: Motor 6 107: Motor 7 108: Motor 8 109: Motor 9 110: Motor 10 111: Motor 11 112: Motor 12 201: Servo 1 202: Servo 2 203: Servo 3 204: Servo 4 205: Servo 5 206: Servo 6 207: Servo 7 208: Servo 8 301: Peripheral via Actuator Set 1 302: Peripheral via Actuator Set 2 303: Peripheral via Actuator Set 3 304: Peripheral via Actuator Set 4 305: Peripheral via Actuator Set 5 306: Peripheral via Actuator Set 6 400: Landing Gear 401: Parachute 402: RC Roll 403: RC Pitch 404: RC Throttle 405: RC Yaw 406: RC Flaps 407: RC AUX 1 408: RC AUX 2 409: RC AUX 3 410: RC AUX 4 411: RC AUX 5
292,SIM_GZ_EC_FUNC5 (INT32) SIM_GZ ESC 5 Output Function Comment: Select what should be output on SIM_GZ ESC 5. The default failsafe value is set according to the selected function: - 'Min' for ConstantMin - 'Max' for ConstantMax - 'Max' for Parachute - ('Max'+'Min')/2 for Servos - 'Disarmed' for the rest Values: 0: Disabled 1: Constant Min 2: Constant Max 101: Motor 1 102: Motor 2 103: Motor 3 104: Motor 4 105: Motor 5 106: Motor 6 107: Motor 7 108: Motor 8 109: Motor 9 110: Motor 10 111: Motor 11 112: Motor 12 201: Servo 1 202: Servo 2 203: Servo 3 204: Servo 4 205: Servo 5 206: Servo 6 207: Servo 7 208: Servo 8 301: Peripheral via Actuator Set 1 302: Peripheral via Actuator Set 2 303: Peripheral via Actuator Set 3 304: Peripheral via Actuator Set 4 305: Peripheral via Actuator Set 5 306: Peripheral via Actuator Set 6 400: Landing Gear 401: Parachute 402: RC Roll 403: RC Pitch 404: RC Throttle 405: RC Yaw 406: RC Flaps 407: RC AUX 1 408: RC AUX 2 409: RC AUX 3 410: RC AUX 4 411: RC AUX 5
293,SIM_GZ_EC_FUNC6 (INT32) SIM_GZ ESC 6 Output Function Comment: Select what should be output on SIM_GZ ESC 6. The default failsafe value is set according to the selected function: - 'Min' for ConstantMin - 'Max' for ConstantMax - 'Max' for Parachute - ('Max'+'Min')/2 for Servos - 'Disarmed' for the rest Values: 0: Disabled 1: Constant Min 2: Constant Max 101: Motor 1 102: Motor 2 103: Motor 3 104: Motor 4 105: Motor 5 106: Motor 6 107: Motor 7 108: Motor 8 109: Motor 9 110: Motor 10 111: Motor 11 112: Motor 12 201: Servo 1 202: Servo 2 203: Servo 3 204: Servo 4 205: Servo 5 206: Servo 6 207: Servo 7 208: Servo 8 301: Peripheral via Actuator Set 1 302: Peripheral via Actuator Set 2 303: Peripheral via Actuator Set 3 304: Peripheral via Actuator Set 4 305: Peripheral via Actuator Set 5 306: Peripheral via Actuator Set 6 400: Landing Gear 401: Parachute 402: RC Roll 403: RC Pitch 404: RC Throttle 405: RC Yaw 406: RC Flaps 407: RC AUX 1 408: RC AUX 2 409: RC AUX 3 410: RC AUX 4 411: RC AUX 5
294,SIM_GZ_EC_FUNC7 (INT32) SIM_GZ ESC 7 Output Function Comment: Select what should be output on SIM_GZ ESC 7. The default failsafe value is set according to the selected function: - 'Min' for ConstantMin - 'Max' for ConstantMax - 'Max' for Parachute - ('Max'+'Min')/2 for Servos - 'Disarmed' for the rest Values: 0: Disabled 1: Constant Min 2: Constant Max 101: Motor 1 102: Motor 2 103: Motor 3 104: Motor 4 105: Motor 5 106: Motor 6 107: Motor 7 108: Motor 8 109: Motor 9 110: Motor 10 111: Motor 11 112: Motor 12 201: Servo 1 202: Servo 2 203: Servo 3 204: Servo 4 205: Servo 5 206: Servo 6 207: Servo 7 208: Servo 8 301: Peripheral via Actuator Set 1 302: Peripheral via Actuator Set 2 303: Peripheral via Actuator Set 3 304: Peripheral via Actuator Set 4 305: Peripheral via Actuator Set 5 306: Peripheral via Actuator Set 6 400: Landing Gear 401: Parachute 402: RC Roll 403: RC Pitch 404: RC Throttle 405: RC Yaw 406: RC Flaps 407: RC AUX 1 408: RC AUX 2 409: RC AUX 3 410: RC AUX 4 411: RC AUX 5
295,SIM_GZ_EC_FUNC8 (INT32) SIM_GZ ESC 8 Output Function Comment: Select what should be output on SIM_GZ ESC 8. The default failsafe value is set according to the selected function: - 'Min' for ConstantMin - 'Max' for ConstantMax - 'Max' for Parachute - ('Max'+'Min')/2 for Servos - 'Disarmed' for the rest Values: 0: Disabled 1: Constant Min 2: Constant Max 101: Motor 1 102: Motor 2 103: Motor 3 104: Motor 4 105: Motor 5 106: Motor 6 107: Motor 7 108: Motor 8 109: Motor 9 110: Motor 10 111: Motor 11 112: Motor 12 201: Servo 1 202: Servo 2 203: Servo 3 204: Servo 4 205: Servo 5 206: Servo 6 207: Servo 7 208: Servo 8 301: Peripheral via Actuator Set 1 302: Peripheral via Actuator Set 2 303: Peripheral via Actuator Set 3 304: Peripheral via Actuator Set 4 305: Peripheral via Actuator Set 5 306: Peripheral via Actuator Set 6 400: Landing Gear 401: Parachute 402: RC Roll 403: RC Pitch 404: RC Throttle 405: RC Yaw 406: RC Flaps 407: RC AUX 1 408: RC AUX 2 409: RC AUX 3 410: RC AUX 4 411: RC AUX 5
296,"SIM_GZ_EC_MAX1 (INT32) SIM_GZ ESC 1 Maximum Value Comment: Maxmimum output value (when not disarmed). [0, 1000] 1000"
297,"SIM_GZ_EC_MAX2 (INT32) SIM_GZ ESC 2 Maximum Value Comment: Maxmimum output value (when not disarmed). [0, 1000] 1000"
298,"SIM_GZ_EC_MAX3 (INT32) SIM_GZ ESC 3 Maximum Value Comment: Maxmimum output value (when not disarmed). [0, 1000] 1000"
299,"SIM_GZ_EC_MAX4 (INT32) SIM_GZ ESC 4 Maximum Value Comment: Maxmimum output value (when not disarmed). [0, 1000] 1000"
300,"SIM_GZ_EC_MAX5 (INT32) SIM_GZ ESC 5 Maximum Value Comment: Maxmimum output value (when not disarmed). [0, 1000] 1000"
301,"SIM_GZ_EC_MAX6 (INT32) SIM_GZ ESC 6 Maximum Value Comment: Maxmimum output value (when not disarmed). [0, 1000] 1000"
302,"SIM_GZ_EC_MAX7 (INT32) SIM_GZ ESC 7 Maximum Value Comment: Maxmimum output value (when not disarmed). [0, 1000] 1000"
303,"SIM_GZ_EC_MAX8 (INT32) SIM_GZ ESC 8 Maximum Value Comment: Maxmimum output value (when not disarmed). [0, 1000] 1000"
304,"SIM_GZ_EC_MIN1 (INT32) SIM_GZ ESC 1 Minimum Value Comment: Minimum output value (when not disarmed). [0, 1000] 0"
305,"SIM_GZ_EC_MIN2 (INT32) SIM_GZ ESC 2 Minimum Value Comment: Minimum output value (when not disarmed). [0, 1000] 0"
306,"SIM_GZ_EC_MIN3 (INT32) SIM_GZ ESC 3 Minimum Value Comment: Minimum output value (when not disarmed). [0, 1000] 0"
307,"SIM_GZ_EC_MIN4 (INT32) SIM_GZ ESC 4 Minimum Value Comment: Minimum output value (when not disarmed). [0, 1000] 0"
308,"SIM_GZ_EC_MIN5 (INT32) SIM_GZ ESC 5 Minimum Value Comment: Minimum output value (when not disarmed). [0, 1000] 0"
309,"SIM_GZ_EC_MIN6 (INT32) SIM_GZ ESC 6 Minimum Value Comment: Minimum output value (when not disarmed). [0, 1000] 0"
310,"SIM_GZ_EC_MIN7 (INT32) SIM_GZ ESC 7 Minimum Value Comment: Minimum output value (when not disarmed). [0, 1000] 0"
311,"SIM_GZ_EC_MIN8 (INT32) SIM_GZ ESC 8 Minimum Value Comment: Minimum output value (when not disarmed). [0, 1000] 0"
312,"SIM_GZ_EC_REV (INT32) Reverse Output Range for SIM_GZ Comment: Allows to reverse the output range for each channel. Note: this is only useful for servos. Bitmask: 0: SIM_GZ ESC 1 1: SIM_GZ ESC 2 2: SIM_GZ ESC 3 3: SIM_GZ ESC 4 4: SIM_GZ ESC 5 5: SIM_GZ ESC 6 6: SIM_GZ ESC 7 7: SIM_GZ ESC 8 [0, 255] 0"
313,"SIM_GZ_SV_DIS1 (INT32) SIM_GZ Servo 1 Disarmed Value Comment: This is the output value that is set when not armed. Note that non-motor outputs might already be active in prearm state if COM_PREARM_MODE is set. [0, 1000] 500"
314,"SIM_GZ_SV_DIS2 (INT32) SIM_GZ Servo 2 Disarmed Value Comment: This is the output value that is set when not armed. Note that non-motor outputs might already be active in prearm state if COM_PREARM_MODE is set. [0, 1000] 500"
315,"SIM_GZ_SV_DIS3 (INT32) SIM_GZ Servo 3 Disarmed Value Comment: This is the output value that is set when not armed. Note that non-motor outputs might already be active in prearm state if COM_PREARM_MODE is set. [0, 1000] 500"
316,"SIM_GZ_SV_DIS4 (INT32) SIM_GZ Servo 4 Disarmed Value Comment: This is the output value that is set when not armed. Note that non-motor outputs might already be active in prearm state if COM_PREARM_MODE is set. [0, 1000] 500"
317,"SIM_GZ_SV_DIS5 (INT32) SIM_GZ Servo 5 Disarmed Value Comment: This is the output value that is set when not armed. Note that non-motor outputs might already be active in prearm state if COM_PREARM_MODE is set. [0, 1000] 500"
318,"SIM_GZ_SV_DIS6 (INT32) SIM_GZ Servo 6 Disarmed Value Comment: This is the output value that is set when not armed. Note that non-motor outputs might already be active in prearm state if COM_PREARM_MODE is set. [0, 1000] 500"
319,"SIM_GZ_SV_DIS7 (INT32) SIM_GZ Servo 7 Disarmed Value Comment: This is the output value that is set when not armed. Note that non-motor outputs might already be active in prearm state if COM_PREARM_MODE is set. [0, 1000] 500"
320,"SIM_GZ_SV_DIS8 (INT32) SIM_GZ Servo 8 Disarmed Value Comment: This is the output value that is set when not armed. Note that non-motor outputs might already be active in prearm state if COM_PREARM_MODE is set. [0, 1000] 500"
321,"SIM_GZ_SV_FAIL1 (INT32) SIM_GZ Servo 1 Failsafe Value Comment: This is the output value that is set when in failsafe mode. When set to -1 (default), the value depends on the function (see SIM_GZ_SV_FUNC1). [-1, 1000] -1"
322,"SIM_GZ_SV_FAIL2 (INT32) SIM_GZ Servo 2 Failsafe Value Comment: This is the output value that is set when in failsafe mode. When set to -1 (default), the value depends on the function (see SIM_GZ_SV_FUNC2). [-1, 1000] -1"
323,"SIM_GZ_SV_FAIL3 (INT32) SIM_GZ Servo 3 Failsafe Value Comment: This is the output value that is set when in failsafe mode. When set to -1 (default), the value depends on the function (see SIM_GZ_SV_FUNC3). [-1, 1000] -1"
324,"SIM_GZ_SV_FAIL4 (INT32) SIM_GZ Servo 4 Failsafe Value Comment: This is the output value that is set when in failsafe mode. When set to -1 (default), the value depends on the function (see SIM_GZ_SV_FUNC4). [-1, 1000] -1"
325,"SIM_GZ_SV_FAIL5 (INT32) SIM_GZ Servo 5 Failsafe Value Comment: This is the output value that is set when in failsafe mode. When set to -1 (default), the value depends on the function (see SIM_GZ_SV_FUNC5). [-1, 1000] -1"
326,"SIM_GZ_SV_FAIL6 (INT32) SIM_GZ Servo 6 Failsafe Value Comment: This is the output value that is set when in failsafe mode. When set to -1 (default), the value depends on the function (see SIM_GZ_SV_FUNC6). [-1, 1000] -1"
327,"SIM_GZ_SV_FAIL7 (INT32) SIM_GZ Servo 7 Failsafe Value Comment: This is the output value that is set when in failsafe mode. When set to -1 (default), the value depends on the function (see SIM_GZ_SV_FUNC7). [-1, 1000] -1"
328,"SIM_GZ_SV_FAIL8 (INT32) SIM_GZ Servo 8 Failsafe Value Comment: This is the output value that is set when in failsafe mode. When set to -1 (default), the value depends on the function (see SIM_GZ_SV_FUNC8). [-1, 1000] -1"
329,SIM_GZ_SV_FUNC1 (INT32) SIM_GZ Servo 1 Output Function Comment: Select what should be output on SIM_GZ Servo 1. The default failsafe value is set according to the selected function: - 'Min' for ConstantMin - 'Max' for ConstantMax - 'Max' for Parachute - ('Max'+'Min')/2 for Servos - 'Disarmed' for the rest Values: 0: Disabled 1: Constant Min 2: Constant Max 101: Motor 1 102: Motor 2 103: Motor 3 104: Motor 4 105: Motor 5 106: Motor 6 107: Motor 7 108: Motor 8 109: Motor 9 110: Motor 10 111: Motor 11 112: Motor 12 201: Servo 1 202: Servo 2 203: Servo 3 204: Servo 4 205: Servo 5 206: Servo 6 207: Servo 7 208: Servo 8 301: Peripheral via Actuator Set 1 302: Peripheral via Actuator Set 2 303: Peripheral via Actuator Set 3 304: Peripheral via Actuator Set 4 305: Peripheral via Actuator Set 5 306: Peripheral via Actuator Set 6 400: Landing Gear 401: Parachute 402: RC Roll 403: RC Pitch 404: RC Throttle 405: RC Yaw 406: RC Flaps 407: RC AUX 1 408: RC AUX 2 409: RC AUX 3 410: RC AUX 4 411: RC
330,AUX 5 412: RC AUX 6 420: Gimbal Roll 421: Gimbal Pitch 422: Gimbal Yaw 430: Gripper 440: Landing Gear Wheel 0
331,SIM_GZ_SV_FUNC2 (INT32) SIM_GZ Servo 2 Output Function Comment: Select what should be output on SIM_GZ Servo 2. The default failsafe value is set according to the selected function: - 'Min' for ConstantMin - 'Max' for ConstantMax - 'Max' for Parachute - ('Max'+'Min')/2 for Servos - 'Disarmed' for the rest Values: 0: Disabled 1: Constant Min 2: Constant Max 101: Motor 1 102: Motor 2 103: Motor 3 104: Motor 4 105: Motor 5 106: Motor 6 107: Motor 7 108: Motor 8 109: Motor 9 110: Motor 10 111: Motor 11 112: Motor 12 201: Servo 1 202: Servo 2 203: Servo 3 204: Servo 4 205: Servo 5 206: Servo 6 207: Servo 7 208: Servo 8 301: Peripheral via Actuator Set 1 302: Peripheral via Actuator Set 2 303: Peripheral via Actuator Set 3 304: Peripheral via Actuator Set 4 305: Peripheral via Actuator Set 5 306: Peripheral via Actuator Set 6 400: Landing Gear 401: Parachute 402: RC Roll 403: RC Pitch 404: RC Throttle 405: RC Yaw 406: RC Flaps 407: RC AUX 1 408: RC AUX 2 409: RC AUX 3 410: RC AUX 4 411: RC
332,SIM_GZ_SV_FUNC3 (INT32) SIM_GZ Servo 3 Output Function Comment: Select what should be output on SIM_GZ Servo 3. The default failsafe value is set according to the selected function: - 'Min' for ConstantMin - 'Max' for ConstantMax - 'Max' for Parachute - ('Max'+'Min')/2 for Servos - 'Disarmed' for the rest Values: 0: Disabled 1: Constant Min 2: Constant Max 101: Motor 1 102: Motor 2 103: Motor 3 104: Motor 4 105: Motor 5 106: Motor 6 107: Motor 7 108: Motor 8 109: Motor 9 110: Motor 10 111: Motor 11 112: Motor 12 201: Servo 1 202: Servo 2 203: Servo 3 204: Servo 4 205: Servo 5 206: Servo 6 207: Servo 7 208: Servo 8 301: Peripheral via Actuator Set 1 302: Peripheral via Actuator Set 2 303: Peripheral via Actuator Set 3 304: Peripheral via Actuator Set 4 305: Peripheral via Actuator Set 5 306: Peripheral via Actuator Set 6 400: Landing Gear 401: Parachute 402: RC Roll 403: RC Pitch 404: RC Throttle 405: RC Yaw 406: RC Flaps 407: RC AUX 1 408: RC AUX 2 409: RC AUX 3 410: RC AUX 4 411: RC
333,SIM_GZ_SV_FUNC4 (INT32) SIM_GZ Servo 4 Output Function Comment: Select what should be output on SIM_GZ Servo 4. The default failsafe value is set according to the selected function: - 'Min' for ConstantMin - 'Max' for ConstantMax - 'Max' for Parachute - ('Max'+'Min')/2 for Servos - 'Disarmed' for the rest Values: 0: Disabled 1: Constant Min 2: Constant Max 101: Motor 1 102: Motor 2 103: Motor 3 104: Motor 4 105: Motor 5 106: Motor 6 107: Motor 7 108: Motor 8 109: Motor 9 110: Motor 10 111: Motor 11 112: Motor 12 201: Servo 1 202: Servo 2 203: Servo 3 204: Servo 4 205: Servo 5 206: Servo 6 207: Servo 7 208: Servo 8 301: Peripheral via Actuator Set 1 302: Peripheral via Actuator Set 2 303: Peripheral via Actuator Set 3 304: Peripheral via Actuator Set 4 305: Peripheral via Actuator Set 5 306: Peripheral via Actuator Set 6 400: Landing Gear 401: Parachute 402: RC Roll 403: RC Pitch 404: RC Throttle 405: RC Yaw 406: RC Flaps 407: RC AUX 1 408: RC AUX 2 409: RC AUX 3 410: RC AUX 4 411: RC
334,SIM_GZ_SV_FUNC5 (INT32) SIM_GZ Servo 5 Output Function Comment: Select what should be output on SIM_GZ Servo 5. The default failsafe value is set according to the selected function: - 'Min' for ConstantMin - 'Max' for ConstantMax - 'Max' for Parachute - ('Max'+'Min')/2 for Servos - 'Disarmed' for the rest Values: 0: Disabled 1: Constant Min 2: Constant Max 101: Motor 1 102: Motor 2 103: Motor 3 104: Motor 4 105: Motor 5 106: Motor 6 107: Motor 7 108: Motor 8 109: Motor 9 110: Motor 10 111: Motor 11 112: Motor 12 201: Servo 1 202: Servo 2 203: Servo 3 204: Servo 4 205: Servo 5 206: Servo 6 207: Servo 7 208: Servo 8 301: Peripheral via Actuator Set 1 302: Peripheral via Actuator Set 2 303: Peripheral via Actuator Set 3 304: Peripheral via Actuator Set 4 305: Peripheral via Actuator Set 5 306: Peripheral via Actuator Set 6 400: Landing Gear 401: Parachute 402: RC Roll 403: RC Pitch 404: RC Throttle 405: RC Yaw 406: RC Flaps 407: RC AUX 1 408: RC AUX 2 409: RC AUX 3 410: RC AUX 4 411: RC
335,SIM_GZ_SV_FUNC6 (INT32) SIM_GZ Servo 6 Output Function Comment: Select what should be output on SIM_GZ Servo 6. The default failsafe value is set according to the selected function: - 'Min' for ConstantMin - 'Max' for ConstantMax - 'Max' for Parachute - ('Max'+'Min')/2 for Servos - 'Disarmed' for the rest Values: 0: Disabled 1: Constant Min 2: Constant Max 101: Motor 1 102: Motor 2 103: Motor 3 104: Motor 4 105: Motor 5 106: Motor 6 107: Motor 7 108: Motor 8 109: Motor 9 110: Motor 10 111: Motor 11 112: Motor 12 201: Servo 1 202: Servo 2 203: Servo 3 204: Servo 4 205: Servo 5 206: Servo 6 207: Servo 7 208: Servo 8 301: Peripheral via Actuator Set 1 302: Peripheral via Actuator Set 2 303: Peripheral via Actuator Set 3 304: Peripheral via Actuator Set 4 305: Peripheral via Actuator Set 5 306: Peripheral via Actuator Set 6 400: Landing Gear 401: Parachute 402: RC Roll 403: RC Pitch 404: RC Throttle 405: RC Yaw 406: RC Flaps 407: RC AUX 1 408: RC AUX 2 409: RC AUX 3 410: RC AUX 4 411: RC
